# set_id=nissho_boki3_v1
# title=実践簿記3級（第2・3問対策）
# version=1
id	prompt	keyword	explanation	correct_index	choice_a	choice_b	choice_c	choice_d
family_link_expense	個人事業主である店主が、子どものスマートフォン管理アプリの有料プラン代金2,000円を、店の現金から支払った。	引出金（私的利用）	店主の私的な支出は事業の費用ではなく、資本の減少を意味する「引出金（または資本金）」として借方に記帳します。	0	（借）引出金 2,000\n（貸）現金 2,000	（借）福利厚生費 2,000\n（貸）現金 2,000	（借）通信費 2,000\n（貸）現金 2,000	（借）雑損 2,000\n（貸）現金 2,000
leather_tool_fix	工房で使用している革漉き機の刃を研磨し、メンテナンス代金8,000円を現金で支払った。	修繕費	有形固定資産の現状維持や原状回復のための定期的なメンテナンス費用は「修繕費（費用）」として借方に計上します。	2	（借）備品 8,000\n（貸）現金 8,000	（借）支払手数料 8,000\n（貸）現金 8,000	（借）修繕費 8,000\n（貸）現金 8,000	（借）消耗品費 8,000\n（貸）現金 8,000
rent_guarantee_dep	店舗の賃貸契約を結び、家賃1ヶ月分100,000円と、退去時に返還される保証金300,000円を普通預金から支払った。	差入保証金と支払家賃	掛け捨ての家賃は「支払家賃（費用）」、後で返ってくる保証金は「差入保証金（資産）」として借方に計上します。	1	（借）支払家賃 400,000\n（貸）普通預金 400,000	（借）支払家賃 100,000\n（借）差入保証金 300,000\n（貸）普通預金 400,000	（借）支払家賃 100,000\n（借）前払金 300,000\n（貸）普通預金 400,000	（借）支払家賃 100,000\n（借）立替金 300,000\n（貸）普通預金 400,000
dividend_and_reserve	株主総会において、繰越利益剰余金から100,000円を配当し、同時に10,000円を利益準備金として積み立てることが決議された。	剰余金の配当と準備金	繰越利益剰余金（純資産）を110,000円減らし、貸方に後で払う「未払配当金」と、会社に残す「利益準備金」を計上します。	3	（借）未払配当金 100,000\n（借）利益準備金 10,000\n（貸）繰越利益剰余金 110,000	（借）繰越利益剰余金 110,000\n（貸）現金 100,000\n（貸）利益準備金 10,000	（借）資本金 110,000\n（貸）未払配当金 100,000\n（貸）利益準備金 10,000	（借）繰越利益剰余金 110,000\n（貸）未払配当金 100,000\n（貸）利益準備金 10,000
pay_dividend_cash	以前の株主総会で決議された配当金100,000円について、本日当座預金から株主へ支払った。	未払配当金の支払い	決議時に計上していた「未払配当金（負債）」を借方に記帳して消去し、当座預金の減少を貸方に記帳します。	0	（借）未払配当金 100,000\n（貸）当座預金 100,000	（借）繰越利益剰余金 100,000\n（貸）当座預金 100,000	（借）配当金 100,000\n（貸）当座預金 100,000	（借）利益準備金 100,000\n（貸）当座預金 100,000
sales_discount_issue	掛けで販売した商品の一部にキズがあったため、得意先からの申し出により売掛金から2,000円を値引くこととした。	売上値引の処理	売上が過大だったため、借方に「売上」を記帳して収益を減額し、貸方で請求権である「売掛金」を減らします。	2	（借）売上値引 2,000\n（貸）売掛金 2,000	（借）雑損 2,000\n（貸）売掛金 2,000	（借）売上 2,000\n（貸）売掛金 2,000	（借）売掛金 2,000\n（貸）売上 2,000
purchase_discount_receive	掛けで仕入れた商品の一部が注文と異なっていたため、仕入先と交渉し買掛金から3,000円を値引いてもらった。	仕入値引の処理	支払義務が減るため借方に「買掛金」を記帳し、仕入が過大だったため貸方に「仕入」を記帳して費用を減額します。	1	（借）買掛金 3,000\n（貸）仕入値引 3,000	（借）買掛金 3,000\n（貸）仕入 3,000	（借）仕入 3,000\n（貸）買掛金 3,000	（借）買掛金 3,000\n（貸）雑益 3,000
bad_debt_recover_next_year	前期に貸倒処理していた得意先に対する売掛金50,000円のうち、20,000円が当座預金に振り込まれた。	償却債権取立益	過年度の貸倒債権が回収できた場合は、当期の収益である「償却債権取立益」として貸方に計上します。	3	（借）当座預金 20,000\n（貸）売掛金 20,000	（借）当座預金 20,000\n（貸）貸倒引当金 20,000	（借）当座預金 20,000\n（貸）貸倒損失 20,000	（借）当座預金 20,000\n（貸）償却債権取立益 20,000
unpaid_salary_closing	決算において、従業員に対する当月分の給料300,000円が未払いであることが判明した。	費用の見越し（未払給料）	当期に労働力を消費しているため、借方に「給料（費用）」を計上し、貸方に「未払給料（または未払費用）」を計上します。	0	（借）給料 300,000\n（貸）未払給料 300,000	（借）未払給料 300,000\n（貸）給料 300,000	（借）給料 300,000\n（貸）未払金 300,000	（借）給料 300,000\n（貸）前払給料 300,000
reverse_unpaid_salary	前期末に計上した未払給料300,000円について、当期首に再振替仕訳を行う。	再振替仕訳（未払費用）	前期末の決算整理仕訳と完全に逆の仕訳（借方：未払給料、貸方：給料）を行い、負債を消去して費用をマイナススタートさせます。	2	（借）給料 300,000\n（貸）未払給料 300,000	（借）未払給料 300,000\n（貸）現金 300,000	（借）未払給料 300,000\n（貸）給料 300,000	（借）未払給料 300,000\n（貸）前払給料 300,000
pay_salary_after_reverse	当月、従業員に給料300,000円（前期末見越し分）を現金で支払った。なお期首に再振替仕訳は完了している。	再振替仕訳後の支払い	期首に再振替仕訳が行われているため、通常通り全額を当期の「給料（費用）」として借方に計上するだけで相殺が完了します。	1	（借）未払給料 300,000\n（貸）現金 300,000	（借）給料 300,000\n（貸）現金 300,000	（借）給料 300,000\n（貸）未払給料 300,000	（借）給料 300,000\n（貸）立替金 300,000
unearned_rent_closing	決算において、受け取っていた家賃60,000円のうち、次期分が20,000円であることが判明した。	収益の繰延べ（前受収益）	次期の収益とするため、当期の「受取家賃（収益）」を借方で減額し、貸方に「前受家賃（負債）」を計上します。	3	（借）前受家賃 20,000\n（貸）受取家賃 20,000	（借）受取家賃 20,000\n（貸）未収家賃 20,000	（借）受取家賃 40,000\n（貸）前受家賃 40,000	（借）受取家賃 20,000\n（貸）前受家賃 20,000
reverse_unearned_rent	前期末に計上した前受家賃20,000円について、当期首に再振替仕訳を行う。	再振替仕訳（前受収益）	前期末の決算整理仕訳と逆の仕訳（借方：前受家賃、貸方：受取家賃）を行い、負債を消去して当期の収益に振り替えます。	0	（借）前受家賃 20,000\n（貸）受取家賃 20,000	（借）受取家賃 20,000\n（貸）前受家賃 20,000	（借）前受家賃 20,000\n（貸）未収家賃 20,000	（借）前受家賃 20,000\n（貸）売上 20,000
accrued_interest_closing	決算において、銀行への貸付金に対する利息の未収分が4,000円ある。	収益の見越し（未収収益）	当期に発生した収益として貸方に「受取利息」を計上し、後で受け取る権利を「未収利息（資産）」として借方に計上します。	1	（借）受取利息 4,000\n（貸）未収利息 4,000	（借）未収利息 4,000\n（貸）受取利息 4,000	（借）未収利息 4,000\n（貸）前受利息 4,000	（借）受取利息 4,000\n（貸）前払利息 4,000
reverse_accrued_interest	前期末に計上した未収利息4,000円について、当期首に再振替仕訳を行う。	再振替仕訳（未収収益）	前期末と逆の仕訳（借方：受取利息、貸方：未収利息）を行い、資産を消去して当期の収益をマイナススタートさせます。	2	（借）未収利息 4,000\n（貸）受取利息 4,000	（借）未収利息 4,000\n（貸）現金 4,000	（借）受取利息 4,000\n（貸）未収利息 4,000	（借）受取利息 4,000\n（貸）未払利息 4,000
shortage_cash_found	金庫の現金を調査したところ、帳簿残高より5,000円不足していた。	現金過不足の計上	帳簿の現金を実際の有高に合わせるため、貸方に「現金」を記帳して減らし、借方に「現金過不足」を計上します。	3	（借）現金 5,000\n（貸）現金過不足 5,000	（借）雑損 5,000\n（貸）現金 5,000	（借）現金過不足 5,000\n（貸）雑損 5,000	（借）現金過不足 5,000\n（貸）現金 5,000
shortage_cash_reason	上記の現金不足5,000円のうち、3,000円は消耗品費の記入漏れであることが判明した。	現金過不足の判明	原因が判明した3,000円分について、借方に「消耗品費」を計上し、同額の「現金過不足」を貸方に記帳して消去します。	0	（借）消耗品費 3,000\n（貸）現金過不足 3,000	（借）現金過不足 3,000\n（貸）消耗品費 3,000	（借）消耗品費 3,000\n（貸）現金 3,000	（借）雑損 3,000\n（貸）現金過不足 3,000
overage_cash_found	金庫の現金を調査したところ、帳簿残高より2,000円過剰であった。	現金過剰の計上	帳簿の現金を実際有高に合わせるため、借方に「現金」を記帳して増やし、貸方に「現金過不足」を計上します。	1	（借）現金過不足 2,000\n（貸）現金 2,000	（借）現金 2,000\n（貸）現金過不足 2,000	（借）現金 2,000\n（貸）雑益 2,000	（借）雑益 2,000\n（貸）現金過不足 2,000
overage_cash_reason	上記の現金過剰2,000円のうち、1,500円は受取手数料の記入漏れであることが判明した。	現金過剰の判明	借方に「現金過不足」を記帳して消去し、本来計上すべきだった「受取手数料」を貸方に計上します。	2	（借）現金過不足 1,500\n（貸）現金 1,500	（借）受取手数料 1,500\n（貸）現金過不足 1,500	（借）現金過不足 1,500\n（貸）受取手数料 1,500	（借）受取手数料 1,500\n（貸）雑益 1,500
cogs_transfer_1	決算整理仕訳において、期首商品棚卸高20,000円を仕入勘定に振り替える。	売上原価の算定（しーくり）	前期から繰り越された資産である「繰越商品」を借方の「仕入」に合算し、当期の売上原価の計算に含めます。	3	（借）繰越商品 20,000\n（貸）仕入 20,000	（借）仕入 20,000\n（貸）売上原価 20,000	（借）売上原価 20,000\n（貸）繰越商品 20,000	（借）仕入 20,000\n（貸）繰越商品 20,000
cogs_transfer_2	決算整理仕訳において、期末商品棚卸高30,000円を仕入勘定から控除する。	売上原価の算定（くりしー）	当期売れ残った分を費用から除くため、貸方に「仕入」を記帳して減額し、次期に持ち越す資産として借方に「繰越商品」を計上します。	0	（借）繰越商品 30,000\n（貸）仕入 30,000	（借）仕入 30,000\n（貸）繰越商品 30,000	（借）繰越商品 30,000\n（貸）売上原価 30,000	（借）売上原価 30,000\n（貸）仕入 30,000
doubtful_provision_calc	期末の売掛金残高400,000円に対し、3％の貸倒れを見積もる。貸倒引当金の残高が2,000円ある場合の繰入額を計上する仕訳はどれか。	貸倒引当金の差額補充	目標額（400,000×3％＝12,000円）から残高（2,000円）を引いた10,000円を「貸倒引当金繰入（費用）」として計上します。	1	（借）貸倒引当金繰入 12,000\n（貸）貸倒引当金 12,000	（借）貸倒引当金繰入 10,000\n（貸）貸倒引当金 10,000	（借）貸倒損失 10,000\n（貸）貸倒引当金 10,000	（借）貸倒引当金 10,000\n（貸）貸倒引当金繰入 10,000
depreciation_direct	建物（取得原価500,000円）について、当期の減価償却費20,000円を直接法で計上する仕訳はどれか（※3級の建物は原則間接法だが、直接法の理解を問う）。	固定資産の直接法	直接法の場合、貸方に「減価償却累計額」を使用せず、資産勘定である「建物」を直接減額します。	2	（借）減価償却費 20,000\n（貸）減価償却累計額 20,000	（借）建物 20,000\n（貸）減価償却費 20,000	（借）減価償却費 20,000\n（貸）建物 20,000	（借）減価償却累計額 20,000\n（貸）建物 20,000
depreciation_indirect	備品（取得原価300,000円）について、当期の減価償却費15,000円を間接法で計上する仕訳はどれか。	固定資産の間接法	間接法では、資産勘定は減額せず、マイナスの評価勘定である「減価償却累計額」を貸方に計上して価値の目減りを示します。	3	（借）減価償却費 15,000\n（貸）備品 15,000	（借）備品 15,000\n（貸）減価償却累計額 15,000	（借）減価償却累計額 15,000\n（貸）減価償却費 15,000	（借）減価償却費 15,000\n（貸）減価償却累計額 15,000
consum_tax_closing_pay	決算において、仮受消費税100,000円と仮払消費税40,000円を相殺し、差額を未払消費税とする。	消費税の相殺（納付）	仮受消費税（借方）と仮払消費税（貸方）を相殺し、残った納付義務60,000円を「未払消費税（負債）」として貸方に計上します。	0	（借）仮受消費税 100,000\n（貸）仮払消費税 40,000\n（貸）未払消費税 60,000	（借）仮受消費税 100,000\n（貸）仮払消費税 40,000\n（貸）租税公課 60,000	（借）仮払消費税 40,000\n（借）未払消費税 60,000\n（貸）仮受消費税 100,000	（借）未払消費税 60,000\n（貸）現金 60,000
consum_tax_closing_refund	決算において、仮受消費税30,000円と仮払消費税80,000円を相殺する。	消費税の相殺（還付）	支払った仮払消費税の方が多い場合、差額50,000円は後で国から還付される権利として「未収消費税（資産）」を借方に計上します。	1	（借）仮受消費税 30,000\n（貸）仮払消費税 80,000\n（借）未払消費税 50,000	（借）仮受消費税 30,000\n（借）未収消費税 50,000\n（貸）仮払消費税 80,000	（借）仮払消費税 80,000\n（貸）仮受消費税 30,000\n（貸）未収消費税 50,000	（借）仮受消費税 30,000\n（借）雑損 50,000\n（貸）仮払消費税 80,000
corp_tax_interim	当期の中間申告を行い、法人税等50,000円を普通預金から納付した。	中間申告の処理	決算前に概算で納付した税金は、前払いした資産として「仮払法人税等」を借方に計上します。	2	（借）法人税等 50,000\n（貸）普通預金 50,000	（借）未払法人税等 50,000\n（貸）普通預金 50,000	（借）仮払法人税等 50,000\n（貸）普通預金 50,000	（借）租税公課 50,000\n（貸）普通預金 50,000
ledger_posting_debit	仕訳「（借）現金 10,000 （貸）売上 10,000」を総勘定元帳の現金勘定へ転記する際の正しい記入方法はどれか。	元帳への転記（借方）	現金勘定の「借方（左側）」に金額10,000円を記入し、相手科目欄には理由となる「売上」と記入します。	3	貸方に10,000円、相手科目は「売上」	貸方に10,000円、相手科目は「現金」	借方に10,000円、相手科目は「現金」	借方に10,000円、相手科目は「売上」
ledger_posting_credit	仕訳「（借）仕入 20,000 （貸）買掛金 20,000」を買掛金元帳（仕入先元帳）へ転記する際の正しい記入方法はどれか。	補助簿への転記（貸方）	買掛金勘定の「貸方（右側）」に金額20,000円を記入し、相手科目欄には理由となる「仕入」と記入します。	0	貸方に20,000円、相手科目は「仕入」	借方に20,000円、相手科目は「仕入」	貸方に20,000円、相手科目は「買掛金」	借方に20,000円、相手科目は「買掛金」
net_income_close	決算において、損益勘定の貸方残高（当期純利益）150,000円を純資産に振り替える。	当期純利益の振替	損益勘定の借方に記帳してゼロにし、純資産である「繰越利益剰余金」の貸方に記帳して会社の留保利益を増やします。	1	（借）繰越利益剰余金 150,000\n（貸）損益 150,000	（借）損益 150,000\n（貸）繰越利益剰余金 150,000	（借）損益 150,000\n（貸）資本金 150,000	（借）当期純利益 150,000\n（貸）繰越利益剰余金 150,000
net_loss_close	決算において、損益勘定の借方残高（当期純損失）80,000円を純資産に振り替える。	当期純損失の振替	損益勘定の貸方に記帳してゼロにし、純資産である「繰越利益剰余金」の借方に記帳して会社の留保利益を減らします。	2	（借）損益 80,000\n（貸）繰越利益剰余金 80,000	（借）当期純損失 80,000\n（貸）繰越利益剰余金 80,000	（借）繰越利益剰余金 80,000\n（貸）損益 80,000	（借）資本金 80,000\n（貸）損益 80,000
basic_accounting_equation	簿記の基本原理を示す「貸借対照表等式」として正しいものはどれか。	貸借対照表等式	会社が保有するすべての財産（資産）は、外部から調達した負債と、自己資本である純資産の合計と必ず一致します。	3	資産 ＋ 負債 ＝ 純資産	資産 ＝ 負債 － 純資産	資産 ＋ 純資産 ＝ 負債	資産 ＝ 負債 ＋ 純資産
binkihou_purchase	商品100,000円を仕入れ、代金は掛けとした。なお、分記法を採用している。	分記法（仕入時）	分記法では、仕入時に「商品（資産）」勘定を直接増加させます。	1	（借）仕入 100,000\n（貸）買掛金 100,000	（借）商品 100,000\n（貸）買掛金 100,000	（借）商品 100,000\n（貸）買掛金 100,000\n（借）利益 0	（借）買掛金 100,000\n（貸）商品 100,000
binkihou_sale	上記で100,000円で仕入れた商品を150,000円で売り上げ、代金は掛けとした（分記法）。	分記法（販売時）	分記法での販売時は、代金請求を「売掛金（150,000）」、売上を「売上（150,000）」で計上すると同時に、売れた分の商品の原価を「商品（100,000）」の減少として記録します。	0	（借）売掛金 150,000\n（貸）売上 150,000\n（借）商品 100,000\n（貸）仕入 100,000	（借）売掛金 150,000\n（貸）売上 150,000	（借）売掛金 150,000\n（借）商品 100,000\n（貸）売上 150,000\n（貸）商品 100,000	（借）売掛金 150,000\n（貸）売上 150,000\n（借）売上原価 100,000\n（貸）商品 100,000
soukihou_purchase	商品80,000円を仕入れ、代金は現金で支払った。なお、総記法を採用している。	総記法（仕入時）	総記法では、仕入時にも「商品（資産）」勘定の借方に記帳します。	2	（借）仕入 80,000\n（貸）現金 80,000	（借）売上 80,000\n（貸）現金 80,000	（借）商品 80,000\n（貸）現金 80,000	（借）現金 80,000\n（貸）商品 80,000
soukihou_sale	上記で80,000円で仕入れた商品を120,000円で売り上げ、代金は現金で受け取った（総記法）。	総記法（販売時）	総記法での販売時は、売買差益を意識せず、受け取った代金を「現金（120,000）」、売り上げた総額を「商品（120,000）」として処理します。	3	（借）現金 120,000\n（貸）売上 120,000	（借）現金 120,000\n（貸）仕入 120,000	（借）現金 120,000\n（借）商品 40,000\n（貸）商品 120,000	（借）現金 120,000\n（貸）商品 120,000
signboard_asset	店舗の看板を200,000円で製作し、代金は普通預金から振り込んだ（構築物・有形固定資産として処理）。	構築物（有形固定資産）	建物や備品以外の固定資産（看板や庭園など）は「構築物（資産）」として処理します。	1	（借）消耗品費 200,000\n（貸）普通預金 200,000	（借）構築物 200,000\n（貸）普通預金 200,000	（借）工具器具備品 200,000\n（貸）普通預金 200,000	（借）広告宣伝費 200,000\n（貸）普通預金 200,000
patent_asset	自社で開発した特殊な革のなめし技術について特許権を取得し、登録手数料50,000円を現金で支払った。	特許権（無形固定資産）	特許権や商標権などの法律上の権利は「無形固定資産」として計上します。	2	（借）開発費 50,000\n（貸）現金 50,000	（借）支払手数料 50,000\n（貸）現金 50,000	（借）特許権 50,000\n（貸）現金 50,000	（借）ノウハウ 50,000\n（貸）現金 50,000
borrow_by_note	銀行から現金300,000円を借り入れるため、約束手形を振り出して渡した。	手形借入金（短期借入金）	融資を受けるために手形を差し入れた場合、「手形借入金（または短期借入金）」という負債を貸方に計上します。	0	（借）現金 300,000\n（貸）手形借入金 300,000	（借）現金 300,000\n（貸）支払手形 300,000	（借）現金 300,000\n（貸）借入金 300,000	（借）現金 300,000\n（貸）電子記録債務 300,000
repay_note_borrow	上記の銀行からの手形借入金300,000円を、利息5,000円とともに現金で返済した。	手形借入金の返済	負債である「手形借入金」の減少と、費用である「支払利息」を借方に計上し、現金の減少を貸方に記帳します。	1	（借）手形借入金 300,000\n（貸）現金 305,000	（借）手形借入金 300,000\n（借）支払利息 5,000\n（貸）現金 305,000	（借）支払手形 300,000\n（借）支払利息 5,000\n（貸）現金 305,000	（借）手形借入金 305,000\n（貸）現金 305,000
lend_by_note	得意先へ現金200,000円を貸し付け、その担保として約束手形を受け取った。	手形貸付金	金銭の貸付けに際して手形を受け取った場合は、「手形貸付金（資産）」として借方に計上します。	2	（借）受取手形 200,000\n（貸）現金 200,000	（借）貸付金 200,000\n（貸）現金 200,000	（借）手形貸付金 200,000\n（貸）現金 200,000	（借）受取手形 200,000\n（借）貸付金 200,000\n（貸）現金 200,000
collect_note_lend	上記の手形貸付金200,000円が、利息4,000円とともに現金で返済された。	手形貸付金の回収	資産である「手形貸付金」の減少を貸方に記帳し、受け取った利息は「受取利息」として貸方に計上します。	3	（借）現金 204,000\n（貸）貸付金 204,000	（借）現金 204,000\n（貸）受取手形 200,000\n（貸）受取利息 4,000	（借）現金 200,000\n（借）受取利息 4,000\n（貸）手形貸付金 204,000	（借）現金 204,000\n（貸）手形貸付金 200,000\n（貸）受取利息 4,000
casualty_loss_fire	工房が火災に見舞われ、陳列中の商品（原価50,000円）が焼失した（火災保険には未加入）。	火災損失（災害による損失）	災害によって資産が失われた場合、通常の営業費用とは区別し「災害損失（または火災損失）」という特別損失として処理します。	0	（借）災害損失 50,000\n（貸）仕入 50,000	（借）仕入 50,000\n（貸）災害損失 50,000	（借）雑損 50,000\n（貸）仕入 50,000	（借）火災損失 50,000\n（貸）商品 50,000
casualty_loss_insured	上記と同様に商品（原価50,000円）が焼失したが、保険に加入しており、保険金100,000円が後日普通預金に振り込まれることになった。	保険金請求権の発生	保険金を受け取る権利が生じたため、資産である「未収入金（または保険金請求権）」を借方に計上し、差額の利益を「保険差益」とします。	1	（借）未収入金 100,000\n（貸）仕入 50,000\n（貸）雑益 50,000	（借）未収入金 100,000\n（貸）仕入 50,000\n（貸）保険差益 50,000	（借）普通預金 100,000\n（貸）仕入 50,000\n（貸）保険差益 50,000	（借）保険金 100,000\n（貸）仕入 50,000\n（貸）保険差益 50,000
donation_expense	地域の福祉イベントに革小物を無償で寄付した（原価30,000円）。	寄付金の計上	事業活動と直接関係のない寄付や贈答品は「寄付金（費用）」として借方に計上します。	2	（借）交際費 30,000\n（貸）仕入 30,000	（借）広告宣伝費 30,000\n（貸）仕入 30,000	（借）寄付金 30,000\n（貸）仕入 30,000	（借）雑費 30,000\n（貸）仕入 30,000
sample_distribution	新商品のPR用として、見本用の革小物（原価10,000円）を無料で得意先に配布した。	広告宣伝費（見本費）	営業上の宣伝や販促を目的としたサンプルの配布は、寄付金ではなく「広告宣伝費（費用）」として処理します。	3	（借）寄付金 10,000\n（貸）仕入 10,000	（借）交際費 10,000\n（貸）仕入 10,000	（借）消耗品費 10,000\n（貸）仕入 10,000	（借）広告宣伝費 10,000\n（貸）仕入 10,000
stock_split_memo	会社法に基づき、株式の分割が行われた。これに伴う資本金の変動額はいくらか。	株式分割の会計処理	株式分割は「発行済株式数が増えるだけ」であり、企業の純資産や資本金の額面総額自体は1円も変動しません（仕訳なし）。	0	資本金は変動しない（仕訳不要）	資本金が増加する	資本金が減少する	利益準備金が増加する
transfer_capital_surplus	資本準備金50,000円を、株主総会の決議により資本金に組み入れることとした。	資本準備金の組入れ	株主持分の中での振替であるため、借方に「資本準備金（純資産）」を、貸方に「資本金（純資産）」を計上します。	1	（借）資本金 50,000\n（貸）資本準備金 50,000	（借）資本準備金 50,000\n（貸）資本金 50,000	（借）繰越利益剰余金 50,000\n（貸）資本金 50,000	（借）資本準備金 50,000\n（貸）利益準備金 50,000
transfer_earned_surplus	利益準備金10,000円を、繰越利益剰余金に振り替えることとした。	準備金の振替	純資産科目間の移動であり、借方に「利益準備金」、貸方に「繰越利益剰余金」を計上します。	2	（借）繰越利益剰余金 10,000\n（貸）利益準備金 10,000	（借）資本金 10,000\n（貸）利益準備金 10,000	（借）利益準備金 10,000\n（貸）繰越利益剰余金 10,000	（借）利益準備金 10,000\n（貸）資本金 10,000
income_tax_blue_return	青色申告承認を受けている個人事業主が、当期の所得に対して青色申告特別控除65,000円を適用することとした。	青色申告特別控除	青色申告特別控除は税法上の優遇措置であり、帳簿上の利益を計算する会計上の費用には該当しません（仕訳不要）。	3	（借）所得税等 65,000\n（貸）未払税金 65,000	（借）租税公課 65,000\n（貸）資本金 65,000	（借）引出金 65,000\n（貸）租税公課 65,000	仕訳は必要ない（帳簿上の取引ではない）
proprietor_private_withdrawal	個人事業主が生活費として店の現金50,000円を持ち出した。	事業主の生活費（引出金）	個人事業主にとっての事業主自身の出入りは、費用ではなく「引出金（純資産のマイナス）」として処理します。	0	（借）引出金 50,000\n（貸）現金 50,000	（借）給料 50,000\n（貸）現金 50,000	（借）福利厚生費 50,000\n（貸）現金 50,000	（借）雑費 50,000\n（貸）現金 50,000
proprietor_private_tax	個人事業主が自身の所得税50,000円を、事業用の普通預金から支払った。	事業主の個人税金	個人事業主の所得税や住民税は会社の経費にはならず、「引出金」として処理します。	1	（借）租税公課 50,000\n（貸）普通預金 50,000	（借）引出金 50,000\n（貸）普通預金 50,000	（借）法人税等 50,000\n（貸）普通預金 50,000	（借）事業主貸 50,000\n（貸）普通預金 50,000
closing_proprietor_drawings	決算において、期中に蓄積された「引出金」勘定の借方残高150,000円を資本金（元入金）に振り替える。	引出金の振替（決算）	期中に「引出金」として処理した個人事業主の私的引出しや税金支払いは、決算時に元入金（資本金）から差し引く形で精算します。	2	（借）引出金 150,000\n（貸）資本金 150,000	（借）損益 150,000\n（貸）引出金 150,000	（借）資本金 150,000\n（貸）引出金 150,000	（借）資本金 150,000\n（貸）損益 150,000
bank_reconciliation_1	銀行勘定調整表の作成において、当座預金出納帳の残高より銀行の残高証明書のほうが多い場合、その要因として考えられるのはどれか。	銀行勘定調整表（未取付小切手）	自社が小切手を振り出して渡したが、まだ相手が銀行で換金していない場合（未取付小切手）、銀行側の残高のほうが多くなります。	3	未渡小切手が存在する	存款人からの入金が未記帳	未熟小切手が存在する	未取付小切手が存在する
bank_reconciliation_2	銀行勘定調整表において、銀行の残高証明書より当座預金出納帳の残高のほうが多い場合の要因はどれか。	銀行勘定調整表（未渡小切手など）	小切手を書いたがまだ手元にある状態（未渡小切手）や、銀行が処理を終えていない未記帳の要因が該当します。	0	未渡小切手が存在する	未取付小切手が存在する	当座借越が発生している	支払手形の満期到来
imprest_system_start	小口現金の定額資金前渡法（インプレスト・システム）を採用するため、当座預金から50,000円を引き出して小口現金係に渡した。	インプレスト・システムの開始	小口現金の専用口座に資金を最初に渡すため、借方に「小口現金（資産）」、貸方に「当座預金（資産）」を記帳します。	1	（借）当座預金 50,000\n（貸）小口現金 50,000	（借）小口現金 50,000\n（貸）当座預金 50,000	（借）小口現金 50,000\n（貸）現金 50,000	（借）消耗品費 50,000\n（貸）当座預金 50,000
subsidiary_ledger_check	売掛金元帳（得意先元帳）のすべての口座の残高の合計額は、総勘定元帳のどの勘定の残高と一致しなければならないか。	総勘定元帳と補助簿の照合	得意先ごとの売掛金を集計した補助簿の合計は、総勘定元帳にある「売掛金」勘定の残高と必ず一致します。	2	売上勘定	現金勘定	売掛金勘定	買掛金勘定
trial_balance_total	合計試算表で借方合計と貸方合計が一致しているとき、絶対に間違いが無いと言えるか。	試算表の限界	全仕訳が正しく転記されていても、同じ科目の重複や貸借逆の記入、勘定科目の間違いなどは試算表の合致では発見できません。	3	絶対に間違いはない	すべての取引が完璧である	計算ミス以外のエラーは検出できる	すべてのエラーが発見できるわけではない
period_end_adjustment_summary	決算整理仕訳において、収益や費用の「見越し・繰延べ」を行う根本的な理由はどれか。	期間損益の正確な計算	1年間の正確な経営成績（利益）を計算するため、当期に属する収益・費用だけを正しく期間配分することが目的です。	0	当期の正しい損益を計算するため	税金を安くするため	現金残高を正確にするため	来期の仕訳を楽にするため
reserve_for_warranty	製品の保証期間における無償修理に備えるため、当期売上高に対して一定額の「製品保証引当金」を設定した。	製品保証引当金の繰入	将来の特定の費用に備えるため、費用である「製品保証引当金繰入」を借方に、負債である「製品保証引当金」を貸方に計上します。	1	（借）修繕費 〇〇\n（貸）製品保証引当金 〇〇	（借）製品保証引当金繰入 〇〇\n（貸）製品保証引当金 〇〇	（借）製品保証引当金 〇〇\n（貸）製品保証引当金繰入 〇〇	（借）製品保証引当金 〇〇\n（貸）未払費用 〇〇
reversal_warranty_use	上記の製品保証引当金を設定している企業が、保証期間内の製品を無償修理し、修理費用10,000円を現金で支払った場合の仕訳はどれか。	引当金の取り崩し	修理が発生した際、過去に積み立てていた「製品保証引当金（負債）」を借方に記帳して取り崩し、現金の減少を貸方に記帳します。	2	（借）修繕費 10,000\n（貸）現金 10,000	（借）製品保証引当金 10,000\n（貸）修繕費 10,000	（借）製品保証引当金 10,000\n（貸）現金 10,000	（借）現金 10,000\n（貸）製品保証引当金 10,000
asset_impairment_loss	店舗で使用している機械装置について、収益性の低下により帳簿価額を切り下げ、減損損失200,000円を認識した。	減損損失の計上	固定資産の価値が著しく下落した際、帳簿価額を強制的に引き下げる損失を「減損損失（費用）」として借方に計上します。	3	（借）機械装置 200,000\n（貸）減損損失 200,000	（借）減価償却費 200,000\n（貸）機械装置 200,000	（借）減損損失 200,000\n（貸）減価償却累計額 200,000	（借）減損損失 200,000\n（貸）機械装置 200,000
accrued_income_reversal	前年度末に計上した「未収収益」について、当期首に行う再振替仕訳の正しい組み合わせはどれか。	再振替仕訳（未収収益）	期首に逆仕訳（借方：受取収益、貸方：未収収益）を行うことで、後日回収した際に全額が当期の収益になりすぎるのを防ぎます。	0	（借）受取利息など 〇〇\n（貸）未収収益 〇〇	（借）未収収益 〇〇\n（貸）受取利息など 〇〇	（借）未収収益 〇〇\n（貸）前受収益 〇〇	（借）前受収益 〇〇\n（貸）未収収益 〇〇
