# set_id=rika_summer_set_v1									
# title=理科									
# version=1									
id	prompt	keyword	explanation	correct_index	choice_a	choice_b	choice_c	choice_d	
bq_034	植物がロゼットの形をとる利点として、適切なものはどれですか。	地面に近い温かい空気の中で冬を越せる	風の影響を受けにくく、地面の熱を利用して寒さをしのぐことができます。	1	背を高くして日光を独占する	地面に近い温かい空気の中で冬を越せる	種子を遠くまで飛ばせるようになる	水中で生活しやすくなる
bq_035	背骨がある動物をまとめて何といいますか。	脊椎動物	魚類、両生類、爬虫類、鳥類、哺乳類がここに含まれます。	2	無脊椎動物	節足動物	脊椎動物	軟体動物
bq_036	魚類の特徴として正しい組み合わせはどれですか。	えら呼吸・うろこがある・卵生	魚類は一生を水中で過ごし、えらで呼吸し、多くは体表がうろこで覆われています。	3	肺呼吸・体毛がある・胎生	えら呼吸・湿った皮膚・卵生	肺呼吸・羽毛がある・卵生	えら呼吸・うろこがある・卵生
bq_037	カエルやイモリなどの両生類の子（幼生）の呼吸方法はどれですか。	えらと皮膚	子は水中で生活するため、魚と同じようにえらで呼吸します（皮膚呼吸も併用）。	0	えらと皮膚	肺のみ	気門	肺と皮膚
bq_038	爬虫類（トカゲやヘビ）が陸上で卵を産む際、卵に「殻」があるのはなぜですか。	乾燥から卵を守るため	陸上の乾燥した環境でも、中の水分が失われないように殻が発達しています。	1	親が温めやすくするため	乾燥から卵を守るため	外敵に見つかりにくくするため	水に浮きやすくするため
bq_039	鳥類の特徴として、他のグループにはないものはどれですか。	体表が羽毛でおおわれている	羽毛は体温を保ち、空を飛ぶための翼を形成する重要な特徴です。	2	肺で呼吸する	卵生である	体表が羽毛でおおわれている	恒温動物である
bq_040	ヒトやイヌなどの哺乳類において、子が親の体内で育ってから生まれる仕組みを何といいますか。	胎生	母体内で酸素や養分をもらって育つため、生存率が高くなります。	3	卵生	変態	回帰	胎生
bq_041	周囲の温度が変化しても、体温がほぼ一定に保たれる動物を何といいますか。	恒温動物	鳥類と哺乳類が恒温動物です。寒い場所でも活動を維持できます。	0	恒温動物	変温動物	冷血動物	軟体動物
bq_042	魚類、両生類、爬虫類のように、周囲の温度とともに体温が変わる動物を何といいますか。	変温動物	これらは寒い時期には活動が鈍くなり、冬眠するものもいます。	1	恒温動物	変温動物	草食動物	胎生動物
bq_043	シマウマのような草食動物で、草をすりつぶすためによく発達している歯は何ですか。	臼歯	奥にある平らな「臼歯（きゅうし）」で、硬い植物の繊維をすりつぶします。	2	門歯	犬歯	臼歯	牙
bq_044	ライオンのような肉食動物で、獲物を捕らえたり肉を引き裂いたりする歯は何ですか。	犬歯	鋭く尖った「犬歯（けんし）」が発達しています。	3	門歯	臼歯	前歯	犬歯
bq_045	草食動物の目は、顔のどのようについていますか。	横向きにつき、広い範囲を見渡せる	敵（肉食動物）をいち早く見つけるために、広い視野を確保しています。	0	横向きにつき、広い範囲を見渡せる	前向きにつき、距離を測れる	上向きにつき、空を警戒できる	退化してほとんど見えない
bq_046	肉食動物の目は、顔の前面についています。これにはどのような利点がありますか。	獲物との距離を立体的に測れる	両方の目で見える範囲が重なるため、立体的に獲物との距離を正確に把握できます。	1	広い範囲を見渡せる	獲物との距離を立体的に測れる	夜でも色が鮮やかに見える	水中の獲物を見つけやすくなる
bq_047	背骨を持たない動物をまとめて何といいますか。	無脊椎動物	節足動物、軟体動物、その他多くの動物が含まれます。	2	脊椎動物	哺乳類	無脊椎動物	甲殻類
bq_048	昆虫やエビなどの節足動物にある、体を覆う硬い殻を何といいますか。	外骨格	筋肉が内側についており、体を支え、内部を保護する役割があります。	3	内骨格	外套膜	貝殻	外骨格
bq_049	昆虫の体は、大きく分けてどの3つの部分に分かれていますか。	頭部・胸部・腹部	足（3対）や羽は、真ん中の「胸部」から出ています。	0	頭部・胸部・腹部	頭部・腹部・尾部	頭胸部・腹部	殻・肉部・足
bq_050	アサリやイカなどの軟体動物で、内臓を包んでいる膜を何といいますか。	外套膜	この膜（がいとうまく）から成分を出して、貝殻を作るものもいます。	1	外骨格	外套膜	横隔膜	皮膚
bq_051	顕微鏡で「10倍」の接眼レンズと「40倍」の対物レンズを組み合わせて観察したとき、全体の倍率は何倍になりますか。	400倍	顕微鏡の倍率は（接眼レンズの倍率）×（対物レンズの倍率）で計算します。10×40＝400倍です。	2	40倍	50倍	400倍	1040倍
bq_052	顕微鏡にレンズを取り付ける際、ほこりが入るのを防ぐために先に取り付けるべきなのはどちらのレンズですか。	接眼レンズ	鏡筒の中にほこりが入るのを防ぐため、先に上部の接眼レンズを取り付けます。	0	接眼レンズ	対物レンズ	どちらでもよい	倍率の高い方のレンズ
bq_053	顕微鏡でプレパラートを作成する際、カバーガラスをかけるときに最も注意すべき点は何ですか。	空気が入らないようにする	気泡（空気の泡）が入ると観察の邪魔になるため、端からゆっくりと倒して空気を追い出します。	1	指紋をつける	空気が入らないようにする	水をたっぷりとはみ出させる	わざと気泡を入れる
bq_054	生物をスケッチする際、正しい描き方は次のうちどれですか。	影をつけず、細い線ではっきりと描く	スケッチは見たままの形を正確に伝えるため、影（塗りつぶし）をつけず、重ならない細い線で描きます。	2	影をつけて立体感を出す	太いマジックで力強く描く	影をつけず、細い線ではっきりと描く	背景の景色も一緒に描く
bq_055	ルーペで観察する際、観察する対象物が地面の植物のように「動かせないもの」である場合はどうすればよいですか。	ルーペを目の近くに固定し、自分が前後してピントを合わせる	動かせない物の場合は、ルーペを目に近づけて固定したまま、自分の体を前後に動かしてピントが合う位置を探します。	0	ルーペを目の近くに固定し、自分が前後してピントを合わせる	ルーペを対象物に近づけたり遠ざけたりする	ルーペを大きく振る	太陽の光を直接ルーペで集める
bq_056	池の水に住む微生物の中で、緑色をしていて活発に動くが、ミカヅキモのようにじっとしていない生物はどれですか。	ミドリムシ	ミドリムシは葉緑体をもち光合成をしますが、べん毛を使って活発に泳ぎ回ることができます。	1	アメーバ	ミドリムシ	ゾウリムシ	アオミドロ
bq_057	池の水に住む微生物の中で、体の一部をのびちぢみさせて、形を変化させながら移動する生物はどれですか。	アメーバ	アメーバは決まった形をもたず、細胞の一部を突き出すようにしてゆっくりと移動します。	2	クンショウモ	ツリガネムシ	アメーバ	ハネケイソウ
bq_058	植物の葉に見られる「気孔」について、ハスのように水面に浮かぶ葉を持つ植物の特徴はどれですか。	葉の表側に気孔が多い	多くの陸上植物は裏側に多いですが、裏面が水に接しているハスなどは、表側に気孔が集中しています。	3	気孔が全くない	葉の裏側にだけ気孔がある	茎に気孔がある	葉の表側に気孔が多い
bq_059	多くの陸上植物で、葉の裏側に気孔が多い理由として適切なものはどれですか。	直射日光による温度上昇や水の失いすぎを防ぐため	気孔が表側にあると日光で温度が上がりやすく、水分が過剰に失われてしまうため、裏側に多く配置されています。	0	直射日光による温度上昇や水の失いすぎを防ぐため	雨水を効率よく取り込むため	酸素を地面から吸収するため	虫に気孔を塞がれないようにするため
bq_060	植物の気孔の分布について、ツバキの特徴として正しいものはどれですか。	葉の裏側に集中している	ツバキなどの樹木は、気孔が葉の裏側に非常に多く、表側にはほとんど見られません。	1	葉の両面に均等にある	葉の裏側に集中している	葉の表側にだけある	茎の先端にだけある
bq_061	トウモロコシの葉の気孔の分布について、他の植物と比較したときの特徴はどれですか。	表と裏の気孔の数に大きな差がない	トウモロコシなどの単子葉類の一部は、葉の両面に比較的均等に気孔が分布しています。	2	裏側にだけある	表側にだけある	表と裏の気孔の数に大きな差がない	気孔が全くない
bq_062	水中の植物（オオカナダモなど）に強い光を当てたとき、放出される気体の泡の数はどうなりますか。	光が強いほど、泡の数は増える	光が強いほど光合成が盛んに行われるため、放出される酸素の量が増え、気泡の数も多くなります。	3	泡の数は減る	光の強さに関わらず一定である	泡は全く出なくなる	光が強いほど、泡の数は増える
bq_063	植物の光合成における「光の強さ」と「気泡の数」の関係について、正しい記述はどれですか。	非常に強い光を当てても、泡の増え方には限度がある	光合成の速度は光を強くするほど上がりますが、一定以上の強さになるとそれ以上は増えなくなります。	0	非常に強い光を当てても、泡の増え方には限度がある	光を強くすればするほど無限に増え続ける	暗い場所でも泡の数は変わらない	泡の数は温度だけで決まる
bq_064	茎にある「維管束」には、水や養分を運ぶ役割のほかにどのような役割がありますか。	植物の体を支える「鉄骨」のような役割	維管束は硬いつくりをしており、植物が自立して伸びるための支柱（鉄骨）の役割も果たしています。	1	日光を吸収する役割	植物の体を支える「鉄骨」のような役割	呼吸を行う役割	花粉を作る役割
bq_065	ヒマワリやサクラなどの双子葉類の茎において、維管束はどのように並んでいますか。	茎の縁（外側）に沿って輪のように並んでいる	双子葉類は維管束が整然と輪の形に並んでいるのが特徴です。	2	中心に1カ所に集まっている	全体にバラバラに散らばっている	茎の縁（外側）に沿って輪のように並んでいる	葉の表面にだけ並んでいる
bq_066	トウモロコシやイネなどの単子葉類の茎において、維管束はどのように並んでいますか。	茎の中にバラバラに散らばっている	単子葉類は双子葉類と異なり、維管束が全体に散在（バラバラに存在）しています。	3	輪のように並んでいる	中心に1本だけ通っている	全く存在しない	茎の中にバラバラに散らばっている
bq_067	茎の維管束（骨組み）が外側に配置されていることによる構造的な強みは何ですか。	風などで曲げようとする力に対して折れにくくなる	外側に骨組みがあることで、外部からの曲げる力に対して耐性が強くなり、効率よく体を支えられます。	0	風などで曲げようとする力に対して折れにくくなる	光合成の効率が上がる	水分が蒸発しにくくなる	虫が登りにくくなる
bq_068	竹（タケ）やイネの茎が、しなやかに曲がっても折れにくい理由として適切なものはどれですか。	中が空洞で節があり、力を逃がしやすい構造だから	中空のストロー状の構造に節があることで、柔軟に曲がりながらも折れにくい強靭さをもっています。	1	全体が岩のように硬いから	中が空洞で節があり、力を逃がしやすい構造だから	維管束が中心に集まっているから	葉が細長いから
bq_069	タンポポやオオバコのように、葉を地面に平らに広げる「ロゼット」の形をとる植物は、どのような時期にこの形が目立ちますか。	冬の寒い時期	冬の間、低い姿勢で地面の熱を利用し、風を避けて過ごすためにロゼットの形をとります。	2	夏の暑い時期	花が満開の時期	冬の寒い時期	種子が飛んでいる時期
bq_070	植物がロゼット（地面に広がる形）になるメリットとして、間違っているものはどれですか。	背を高くして他の植物より先に日光を浴びる	ロゼットは背が低いため、日光を奪い合う競争には向きませんが、寒さや風に耐えるのには有利です。	3	風の影響を受けにくい	地面の熱で比較的暖かく過ごせる	他の植物が根を下ろしにくくなる	背を高くして他の植物より先に日光を浴びる
bq_071	ロゼット型の植物が、春になって他の植物が芽を出す前に成長できる理由は何ですか。	冬の間も葉を広げて準備しており、いち早く日光を受けられるから	冬を葉の状態で越すため、春の早い段階でスタートダッシュを切ることができ、日光を確保できます。	0	冬の間も葉を広げて準備しており、いち早く日光を受けられるから	根から直接日光を吸収するから	春になると突然変異するから	花を咲かせないから
bq_072	私たちが普段食べている「ダイコン」や「ニンジン」は、植物のどの部分にあたりますか。	根	ダイコンやニンジンは、根に養分を蓄えて太くなった部分を食べています。	1	茎	根	葉	果実
bq_073	私たちが普段食べている「サツマイモ」は、植物のどの部分にあたりますか。	根	サツマイモは根が太くなったものです。一方、ジャガイモは地下の茎（地下茎）です。	2	果実	葉	根	花弁
bq_074	私たちが普段食べている「アスパラガス」や「セロリ」は、植物のどの部分にあたりますか。	茎	これらは主に地上に伸びた茎の部分を食べています。	3	根	花	葉	茎
bq_075	私たちが普段食べている「レンコン」や「ジャガイモ」は、植物のどの部分にあたりますか。	茎（地下茎）	これらは土の中にありますが、根ではなく、茎が変化して養分を蓄えたものです。	0	茎（地下茎）	根	果実	種子
bq_076	私たちが普段食べている「キャベツ」や「レタス」、「ホウレンソウ」は、植物のどの部分ですか。	葉	これらは光合成を行うための葉が重なったり成長したりした部分を食べています。	1	根	葉	茎	果実
bq_077	トマトの茎や葉にある白い毛「トライコーム」の役割として正しいものはどれですか。	紫外線の防止や害虫からの防御	トライコームには強い光（紫外線）から身を守ったり、虫がつくのを防いだりする役割があります。	2	光合成を助ける	根の代わりに水を吸う	紫外線の防止や害虫からの防御	種子を遠くへ飛ばす
bq_078	砂漠に住む「ストーンプラント（リトープス）」が、石のような見た目で葉が肉厚な理由は何ですか。	乾燥に耐え、体内に水分を蓄えるため	過酷な乾燥地帯で生き残るため、蒸散を抑え、体内に最大限の水を蓄えられる形になっています。	3	日光をたくさん浴びるため	敵を攻撃するため	砂を吸収するため	乾燥に耐え、体内に水分を蓄えるため
bq_079	多くの植物が、葉を重ならないように少しずつずらして（入れ違いに）つける理由は何ですか。	下の葉にも日光が当たるようにするため	葉が重なると下の葉に光が届かず光合成ができなくなるため、効率よく光を受ける工夫です。	0	下の葉にも日光が当たるようにするため	風を完全に遮断するため	虫が移動しやすくするため	重くして茎を安定させるため
bq_080	気温が非常に高く日差しが強すぎる日、一部の植物が葉を少し重ねることがあります。これは何のためですか。	葉の温度上昇を防ぎ、水の失いすぎ（乾燥）を防ぐため	強すぎる光によるダメージや、過剰な蒸散を防ぐために、あえて影を作って身を守ることがあります。	1	光合成を2倍にするため	葉の温度上昇を防ぎ、水の失いすぎ（乾燥）を防ぐため	二酸化炭素を閉じ込めるため	花を早く咲かせるため
bq_081	スウェーデンの博物学者で、生物を特徴ごとに整理して分類体系を築き、「分類学の父」と呼ばれるのは誰ですか。	リンネ	リンネは18世紀に活躍し、現代の生物分類の基礎を作った人物です。	2	ダーウィン	メンデル	リンネ	ニュートン
bq_082	リンネの功績をたたえ、彼の肖像画や生物のスケッチが描かれているのはどこの国の紙幣ですか。	スウェーデン	リンネの母国であるスウェーデンの紙幣（旧100クローナ紙幣など）には、彼の肖像が描かれていました。	3	日本	アメリカ	イギリス	スウェーデン
bq_083	イルカは水中で生活していますが、哺乳類であるため肺で呼吸をします。その呼吸のための「鼻（噴気孔）」はどこにありますか。	頭の真上	イルカは泳ぎながら効率よく呼吸するため、頭のてっぺんに鼻の穴があります。	0	頭の真上	口のすぐ横	おなかの近く	尾びれの付け根
bq_084	イルカやクジラが魚類ではなく哺乳類に分類される理由として、正しい組み合わせはどれですか。	肺で呼吸し、胎生で子が生まれる	これらは一生を水中で過ごしますが、肺呼吸を行い、母体内で育ててから産む（胎生）哺乳類です。	1	えらで呼吸し、卵を産む	肺で呼吸し、胎生で子が生まれる	皮膚で呼吸し、変温動物である	羽毛をもち、恒温動物である
bq_085	サンショウウオやイモリは、脊椎動物のどのグループに分類されますか。	両生類	これらは幼生（子）のときはえら呼吸、成体（親）になると主に肺と皮膚で呼吸する両生類です。	2	魚類	爬虫類	両生類	哺乳類
bq_086	爬虫類（トカゲ、ヘビ、カメなど）の体の表面はどのようになっていますか。	乾燥に強い「うろこ」や「板」でおおわれている	陸上での生活に適応し、体内の水分が失われないよう硬いうろこなどで覆われています。	3	湿った皮膚のみ	羽毛でおおわれている	体毛でおおわれている	乾燥に強い「うろこ」や「板」でおおわれている
bq_087	鳥類と哺乳類に共通する、体温に関する特徴は何ですか。	周囲の温度に関わらず、体温が一定の恒温動物である	この2グループは恒温動物であり、寒い環境でも活発に活動を続けることができます。	0	周囲の温度に関わらず、体温が一定の恒温動物である	周囲の温度に合わせて体温が変わる変温動物である	体温が氷点下になる	日光に当たらないと体温が上がらない
bq_088	爬虫類が陸上の土の中に産む卵には、どのような特徴がありますか。	乾燥を防ぐための「殻」がある	両生類の卵（殻がない）と違い、陸上の乾燥に耐えられるよう殻をもっています。	1	殻がなくゼリー状である	乾燥を防ぐための「殻」がある	親の体内で孵化するまで産まない	水がないとすぐに腐ってしまう
bq_089	魚類（フナやタイなど）が産む卵の特徴として正しいものはどれですか。	水中に産み、多くは殻がない	魚類の卵は水中に産み出され、殻をもたず、一度に大量に産まれることが多いです。	2	陸上の砂に産む	硬い殻で守られている	水中に産み、多くは殻がない	親が体内で育てる（胎生）
bq_090	脊椎動物（背骨がある動物）と無脊椎動物（背骨がない動物）では、地球上の全動物の種類数はどちらが多いですか。	無脊椎動物の方が圧倒的に多い	全動物種の95%以上が無脊椎動物（昆虫や軟体動物など）であると言われています。	3	どちらも同じくらいである	脊椎動物の方が多い	脊椎動物の方が少しだけ多い	無脊椎動物の方が圧倒的に多い
bq_091	軟体動物であるイカが、呼吸をするために使っている器官は何ですか。	えら	イカやタコ、アサリなどは、外套膜の中に「えら」をもっており、水中の酸素を取り込みます。	0	えら	肺	気門	皮膚
bq_092	イカが敵から逃げる際や移動する際、外套膜の中の水を勢いよく噴き出す出口を何といいますか。	ろうと	外套膜に溜めた水を「ろうと」から噴射することで、その反動を利用して素早く移動します。	1	足	ろうと	口	えら
bq_093	軟体動物（アサリ、マイマイ、イカなど）に共通する特徴として正しいものはどれですか。	体が柔らかく、節がなく、内臓が外套膜に包まれている	これらは筋肉でできた「あし」をもち、内臓が外套膜という膜に包まれているのが特徴です。	2	体が多くの節に分かれている	硬い外骨格をもっている	体が柔らかく、節がなく、内臓が外套膜に包まれている	背骨があり内呼吸を行う
bq_094	昆虫の体（頭部・胸部・腹部）のうち、足や羽がついているのはどの部分ですか。	胸部	昆虫の3対（6本）の足と羽は、すべて「胸部」から出ています。	3	頭部	腹部	尾部	胸部
bq_095	ムカデやヤスデは、動物の分類上どのグループに含まれますか。	節足動物	これらは体に多くの節があり、足にも節がある「節足動物」の仲間です。	0	節足動物	軟体動物	脊椎動物	両生類
bq_096	クモの足は何本（何対）ありますか。また、昆虫との違いは何ですか。	8本（4対）あり、昆虫より1対多い	昆虫の足は6本（3対）ですが、クモの足は8本（4対）あります。	1	6本（3対）で昆虫と同じ	8本（4対）あり、昆虫より1対多い	10本（5対）でエビと同じ	足はなく、筋肉で移動する
bq_097	節足動物（昆虫、甲殻類など）が成長する際、古くなった外側の殻を脱ぎ捨てることを何といいますか。	脱皮	外骨格は成長しないため、中身が大きくなると「脱皮」をして新しい殻に作り変えます。	2	変態	孵化	脱皮	羽化
bq_098	エビやカニなどの「甲殻類」の体のつくりは、主にどの2つの部分に分かれていますか。	頭胸部と腹部	甲殻類は、頭と胸が合体した「頭胸部」と、後ろ側の「腹部」に分かれています。	3	頭部と胸部	胸部と腹部	頭部と腹部	頭胸部と腹部
bq_099	藻類（ワカメ、コンブ、アオノリなど）の特徴として正しいものはどれですか。	水中で生活し、光合成を行い、胞子で増える	藻類は植物の仲間で、水中（海や淡水）で光を浴びて養分を作ります。	0	水中で生活し、光合成を行い、胞子で増える	陸上で生活し、種子で増える	根・茎・葉の区別がはっきりしている	花を咲かせて受粉する
bq_100	イヌワラビなどのシダ植物が仲間を増やすための「胞子のう」は、通常どこにありますか。	葉の裏側	シダ植物の葉を裏返すと、胞子が入った袋（胞子のう）が集まっているのが観察できます。	1	根の先端	葉の裏側	花の中	茎の節
bq_101	顕微鏡で観察する際、視野を明るくするために調節する鏡の部分を何といいますか。	反射鏡としぼり	反射鏡で光を反射させ、しぼりで光の量を調節して視野の明るさを整えます。	0	反射鏡としぼり	対物レンズと接眼レンズ	調節ねじと回転盤	鏡筒とステージ
bq_102	顕微鏡で倍率を上げたとき、視野の広さと明るさはそれぞれどうなりますか。	視野は狭くなり、暗くなる	高倍率にすると見える範囲（視野）は狭くなり、取り込める光の量も減るため暗くなります。	1	視野は広くなり、明るくなる	視野は狭くなり、暗くなる	視野は狭くなるが、明るくなる	視野は広くなるが、暗くなる
bq_103	顕微鏡の視野の中で、対象物が「右上」にずれているとき、中央に移動させるにはプレパラートをどの方向に動かせばよいですか。	右上	顕微鏡で見える像は上下左右が逆になっているため、見えている方向に動かすと中央に寄ります。	2	左下	左上	右上	右下
bq_104	植物が光合成を行う場所である、細胞の中にある緑色の小さな粒を何といいますか。	葉緑体	葉緑体にはクロロフィルという色素が含まれており、ここで光エネルギーを吸収して光合成を行います。	3	気孔	道管	師管	葉緑体
bq_105	植物が光合成を行うために必要な、気孔から取り入れる気体は何ですか。	二酸化炭素	植物は光を浴びて、二酸化炭素と水からデンプンなどの養分をつくり出します。	0	二酸化炭素	酸素	窒素	水素
bq_106	光合成の結果としてつくられ、植物の体内に蓄えられる養分は何ですか。	デンプン	光合成でできた糖はデンプンに変えられ、一時的に葉に蓄えられた後、全身へ運ばれます。	1	タンパク質	デンプン	脂肪	ビタミン
bq_107	植物にヨウ素液をかけたとき、青紫色に変化する物質は何ですか。	デンプン	ヨウ素液はデンプンに反応して青紫色に変わる性質があります。これを利用して光合成の有無を調べます。	2	水	酸素	デンプン	二酸化炭素
bq_108	植物が昼夜を問わず常に行っている、酸素を取り入れ二酸化炭素を出す働きを何といいますか。	呼吸	植物も動物と同じように、生きるためのエネルギーを得るために呼吸を行っています。	3	光合成	蒸散	受粉	呼吸
bq_109	光が十分に当たっている昼間、植物の気体の出入りが見かけ上「二酸化炭素を吸収し、酸素を出している」ように見えるのはなぜですか。	光合成の量が呼吸の量を上回っているから	昼間は呼吸も行っていますが、光合成がより盛んに行われるため、全体として酸素の放出が多くなります。	0	光合成の量が呼吸の量を上回っているから	昼間は呼吸を止めているから	光合成で酸素を吸収しているから	蒸散によって酸素が作られるから
bq_110	顕微鏡で観察される「ミカヅキモ」や「クンショウモ」は、どのようにして養分を得ていますか。	葉緑体で光合成を行う	これらは緑色をしており、日光を浴びて自ら光合成を行い養分をつくります。	1	他の微生物を食べる	葉緑体で光合成を行う	根から直接吸収する	分裂して増えるだけである
bq_111	水中生物の「ゾウリムシ」について正しい記述はどれですか。	体にある細かな毛（繊毛）を動かして移動する	ゾウリムシは全身にある短い毛を使い、水の中を泳ぎ回って他の小さな生物を食べます。	2	緑色で光合成を行う	動かずにじっとしている	体にある細かな毛（繊毛）を動かして移動する	大きな貝殻をもっている
bq_112	「ミジンコ」などの小さな節足動物が、水中で呼吸するために使っている器官は何ですか。	えら	ミジンコは甲殻類の仲間であり、水中の酸素を取り込むための「えら」をもっています。	3	肺	気門	皮膚	えら
bq_113	イチョウやソテツは、花のつくりの分類上どこに含まれますか。	裸子植物	これらは胚珠が子房に包まれずむき出しになっているため、裸子植物に分類されます。	0	裸子植物	被子植物	コケ植物	藻類
bq_114	被子植物のうち、種子の「子葉」が2枚のグループを何といいますか。	双子葉類	アブラナやアサガオなどは、芽が出たときの子葉が2枚なので双子葉類と呼ばれます。	1	単子葉類	双子葉類	裸子植物	コケ植物
bq_115	被子植物のうち、種子の「子葉」が1枚のグループを何といいますか。	単子葉類	トウモロコシやユリなどは、芽が出たときの子葉が1枚なので単子葉類と呼ばれます。	2	双子葉類	シダ植物	単子葉類	藻類
bq_116	「ツユクサ」や「スズメノカタビラ」の葉脈の形と根のつくりの正しい組み合わせはどれですか。	平行脈・ひげ根	これらは単子葉類であり、平行な葉脈と、多数の細い根（ひげ根）をもちます。	3	網状脈・主根と側根	平行脈・主根と側根	網状脈・ひげ根	平行脈・ひげ根
bq_117	「ナズナ」や「タンポポ」の葉脈の形と根のつくりの正しい組み合わせはどれですか。	網状脈・主根と側根	これらは双子葉類であり、網の目のような葉脈と、中心に太い根がある主根・側根をもちます。	0	網状脈・主根と側根	平行脈・ひげ根	網状脈・ひげ根	平行脈・主根と側根
bq_118	植物が「根毛」をもつことで、どのような利点が生じますか。	根の表面積が広がり、効率よく水や養分を吸収できる	たくさんの細かな毛があることで土と接する面積が大きくなり、吸収効率が格段に上がります。	1	土に深く潜りやすくなる	根の表面積が広がり、効率よく水や養分を吸収できる	害虫を寄せ付けなくなる	光合成を行えるようになる
bq_119	「ひげ根」が地面を広くつかむように広がっている主な理由は何ですか。	浅い部分の水分を効率よく集め、体を支えるため	ひげ根は地表近くに広く広がることで、雨水などを素早く取り込み、地面を面でつかんで支えます。	2	地中の奥深くにある水を吸うため	種子を地面に埋めるため	浅い部分の水分を効率よく集め、体を支えるため	他の植物から養分を奪うため
bq_120	「主根」が垂直に深く伸びている主な理由は何ですか。	地下深くにある水分を利用し、倒れにくくするため	地下深くまで伸びることで、乾燥した時期でも深い場所の水を吸収でき、体をしっかりと固定できます。	3	光を避けるため	空気を取り込むため	横に広がるため	地下深くにある水分を利用し、倒れにくくするため
bq_121	アサガオの芽が出る様子を観察したとき、最初に出てくる2枚の葉を何といいますか。	子葉	種子の中に準備されていた、発芽して最初に見える葉を子葉といいます。	0	子葉	本葉	胞子葉	仮根
bq_122	サツマイモ、ジャガイモ、レンコンのうち、「根」を食べているのはどれですか。	サツマイモ	サツマイモは根が太くなったもの、ジャガイモとレンコンは地下の茎が太くなったものです。	1	ジャガイモ	サツマイモ	レンコン	すべて根である
bq_123	植物が葉を「互生（互い違い）」や「対生（向かい合わせ）」につける共通の目的は何ですか。	効率よく日光を浴び、光合成を行うため	葉が重ならないように配置することで、すべての葉に光が当たるように工夫しています。	2	風を完全に防ぐため	重さを左右均等にするため	効率よく日光を浴び、光合成を行うため	虫に食べられにくくするため
bq_124	ヒマワリの花は黄金比やフィボナッチ数列に関連した並び方をしています。それはどの部分に見られますか。	種子の並び方	ヒマワリの種子は、無駄な隙間なくぎっしりと並ぶために、数学的に非常に効率的な螺旋を描いています。	3	根の長さ	茎の太さ	花びらの色	種子の並び方
bq_125	植物の分類において、種子をつくる「種子植物」は大きく2つに分けると何と何ですか。	被子植物と裸子植物	胚珠が包まれているか、むき出しになっているかで分類されます。	0	被子植物と裸子植物	単子葉類と双子葉類	シダ植物とコケ植物	合弁花類と離弁花類
bq_126	「リンネ」が提案した、生物に共通の特徴を見つけてグループにまとめる学問を何といいますか。	分類学	生物の多様性を整理し、体系化する学問を分類学といいます。	1	進化論	分類学	生態学	遺伝学
bq_127	魚類の中で、サメやエイが他の一般的な魚（タイなど）と大きく異なる特徴は何ですか。	骨格が柔らかい軟骨でできている	多くの魚は硬骨魚類ですが、サメやエイは軟骨魚類と呼ばれ、骨格が非常にしなやかです。	2	肺で呼吸する	卵ではなく子を産む	骨格が柔らかい軟骨でできている	うろこが全くない
bq_128	哺乳類の中で、カモノハシのように「卵を産んで、乳で子を育てる」珍しい特徴をもつ動物は何ですか。	単孔類	カモノハシやハリモグラは、卵を産みますが乳を与えるため哺乳類に分類されます。	3	有袋類	爬虫類	鳥類	単孔類
bq_129	ライオンの「あし」にある鋭い「かぎ爪」は、どのようなことに役立っていますか。	獲物を捕らえたり、速度を上げたりする	鋭い爪を獲物に突き立てて逃がさないようにしたり、走る際のスパイクとして利用します。	0	獲物を捕らえたり、速度を上げたりする	植物の根を掘り起こす	高い木に登って生活する	地面の熱から足を守る
bq_130	シマウマの「あし」にある厚い「ひづめ」は、どのようなことに役立っていますか。	長距離を走り、敵から逃げる	ひづめは硬い地面を長時間走るのに適しており、衝撃から足を守りつつ高速で移動できます。	1	獲物を攻撃する	長距離を走り、敵から逃げる	穴を掘って冬眠する	水中を泳ぐ
bq_131	カバの頭部の骨を観察すると、大きく発達した歯が見られます。これは主にどのような役割をしますか。	縄張り争いや敵への攻撃	カバは草食ですが、巨大な犬歯や門歯を武器として使い、外敵や他のオスと戦います。	2	肉を切り裂く	草を細かく刻む	縄張り争いや敵への攻撃	地面から水を掘り出す
bq_132	脊椎動物の「ハト」が、空を飛ぶために骨格にもっている特徴はどれですか。	骨の中が空洞になっていて軽い	飛行中の体重を軽くするため、鳥類の骨は中が空洞で、支えの筋が入った非常に軽い構造をしています。	3	骨が非常に重くて頑丈である	背骨が全くない	骨の数が哺乳類より多い	骨の中が空洞になっていて軽い
bq_133	ヘビは足がありませんが、脊椎動物のどのグループに属しますか。	爬虫類	ヘビは足が退化していますが、背骨をもち、体表がうろこで覆われ、肺呼吸をする爬虫類です。	0	爬虫類	両生類	魚類	無脊椎動物
bq_134	ペンギンは水中を泳ぎますが、脊椎動物のどのグループに属しますか。	鳥類	ペンギンは羽毛をもち、卵を産み、肺で呼吸をする鳥類です。翼がひれ（フリッパー）に変化しています。	1	魚類	鳥類	哺乳類	両生類
